MARKERNAME	CAD_BETA	CAD_SE	CAD_MAF	MIG_BETA	MIG_SE	MIG_MAF
1:38516707	0.1208	0.0911	0.0019	0.05193	0.169191	0.012324
1:38516729	0.0446	0.073	0.0104	-0.014511	0.080765	0.011451
1:38516923	-0.1075	0.0654	0.0046	0.106567	0.118534	0.016236
1:38517310	0.0294	0.0158	0.0399	0.048101	0.019161	0.036543
1:38517347	0.0301	0.0158	0.0397	0.048213	0.019159	0.036429
1:38517452	-0.0229	0.0137	0.0557	-0.018047	0.01641	0.054892
1:38517469	-0.0199	0.0134	0.0581	-0.014953	0.015704	0.056754
1:38517829	0.1103	0.1156	0.0012	-0.00339	0.175278	0.010692
1:38517981	-0.0021	0.0074	0.2217	0.009409	0.008334	0.225886
1:38518043	-0.0065	0.0084	0.17879999999999996	-0.011109	0.010711	0.180447
1:38518520	0.0099	0.0091	0.12849999999999995	0.012044	0.010348	0.129486
1:38518685	0.0209	0.0134	0.05830000000000002	0.017274	0.015612	0.057317
1:38518711	0.0063	0.0296	0.0198	-0.093524	0.127132	0.016588999999999965
1:38518963	-0.0173	0.0609	0.013800000000000034	-0.135519	0.122732	0.012486
1:38519285	-0.0691	0.0244	0.03939999999999999	-0.049642	0.01951	0.035236
1:38519286	0.068	0.0245	0.0391	0.04908	0.019536	0.03467
1:38520177	-0.001	0.012	0.0689	-0.005249	0.013779	0.068306
1:38520696	0.0096	0.068	0.0103	-0.017888	0.086749	0.01504
1:38521251	0.0009	0.012	0.0685	-0.002816	0.013833	0.067574
1:38521278	-0.0093	0.0091	0.1289	-0.012325	0.010326	0.130133
1:38522092	-0.0021	0.0062	0.4831	0.002775	0.006914	0.46071300000000004
1:38522131	0.0103	0.0438	0.0252	-0.056917	0.060119	0.032323
1:38522618	-0.001	0.0082	0.16810000000000003	-0.002027	0.009351	0.165052
1:38522763	0.0338	0.0158	0.0398	0.051741	0.019077	0.035718
1:38523045	-0.0207	0.0134	0.0583	-0.017107	0.015631	0.057515
1:38523934	-0.0094	0.0092	0.1289	-0.012398	0.010325	0.130177
1:38523983	0.0096	0.0091	0.13180000000000003	0.010262	0.01016	0.138889
1:38524010	0.0065	0.0206	0.0332	-0.155326	0.091907	0.034634
1:38524773	-0.0013	0.0082	0.16820000000000002	-0.002	0.009362	0.164876
1:38525033	0.0098	0.0091	0.12870000000000004	0.012533	0.010327	0.12956
1:38525311	0.0002	0.021	0.0284	0.075662	0.053226	0.028162
1:38525667	0.0469	0.0931	0.002	-0.046054	0.166611	0.01417
1:38525781	-0.0096	0.0092	0.1285	-0.012718	0.010334	0.129439
1:38526010	0.02	0.0134	0.058499999999999996	0.017561	0.015639	0.057768
1:38526119	0.0532	0.1682	0.0007000000000000339	-0.259708	0.145009	0.017731
1:38527075	0.0338	0.0158	0.0397	0.053361	0.019074	0.035593
1:38527166	0.0241	0.0457	0.0081	0.023883	0.164189	0.012537
1:38527331	-0.0011	0.0082	0.16810000000000003	-0.002051	0.009361	0.164657
1:38527426	-0.2131	0.1306	0.0010000000000000009	-0.011753	0.078148	0.014100000000000001
1:38527502	-0.0011	0.0082	0.16890000000000005	-0.002061	0.009358	0.164902
1:38527543	0.0007	0.0119	0.0721	-0.007938	0.013601	0.07249
1:38528316	0.0706	0.0254	0.0371	0.05986	0.021725	0.033088
1:38528320	0.0664	0.0256	0.0376	0.059848	0.021725	0.033088
1:38528324	0.0651	0.0247	0.0381	0.052418	0.0215	0.035253
1:38528328	0.0579	0.0244	0.0449	0.048025	0.020105	0.043584
1:38528340	-0.0033	0.0126	0.4385	-0.020591	0.017519	0.463095
1:38528416	0.0544	0.0554	0.0206	-0.008884	0.086061	0.02665
1:38528568	0.0031	0.0178	0.0341	-0.027313	0.019446	0.042396
1:38528996	0.0369	0.0157	0.0421	0.059591	0.019561	0.037373
1:38529107	-0.0233	0.0135	0.0572	-0.019749	0.015998	0.056231
1:38529407	0.0059	0.0084	0.1796	0.013729	0.011017	0.183357
1:38529500	0.002	0.0067	0.3116	-0.003726	0.007661	0.295459
1:38529827	0.0012	0.012	0.0692	-0.005272	0.013814	0.06805
1:38529868	-0.0027	0.0224	0.0481	-0.01969	0.015999	0.056216
1:38530119	-0.0234	0.0137	0.0558	-0.020697	0.016342	0.055308
1:38530589	0.005	0.0133	0.058599999999999985	0.015541	0.015726	0.06014
1:38530668	-0.0105	0.009	0.1343	-0.015631	0.010249	0.133889
1:38530713	0.0424	0.016	0.0395	0.055724	0.019313	0.034678
1:38531264	-0.0021	0.0138	0.13129999999999997	-0.023719	0.011942	0.135725
1:38531745	0.011	0.009	0.13480000000000003	0.01557	0.010245	0.133799
1:38532006	0.0114	0.009	0.13449999999999995	0.015728	0.01027	0.133506
1:38532061	0.011	0.009	0.13480000000000003	0.015595	0.010246	0.133812
1:38532250	-0.0399	0.0189	0.02980000000000005	-0.06457	0.027575	0.022424
1:38532719	-0.0233	0.0137	0.0558	-0.020823	0.016348	0.05528
1:38533001	0.0016	0.0081	0.1741	-0.000878	0.009272	0.168513
1:38533084	0.0233	0.0137	0.05579999999999996	0.02082	0.016348	0.055273
1:38533658	-0.0018	0.0318	0.0129	-0.192589	0.085201	0.013012000000000024
1:38533865	-0.0227	0.0135	0.0579	-0.022253	0.015261	0.059285
1:38534028	0.0038	0.0267	0.0205	-0.145596	0.103871	0.034307
1:38534258	0.0019	0.0081	0.1742	-0.000879	0.009274	0.16852
1:38534396	-0.0017	0.0081	0.17410000000000003	-0.000862	0.009273	0.168513
1:38534523	-0.0095	0.0103	0.1297	-0.029517	0.012986	0.113901
1:38534636	-0.0231	0.0135	0.0579	-0.022101	0.015261	0.059296
1:38534807	-0.0019	0.0081	0.17420000000000002	0.000908	0.009276	0.168496
1:38535246	-0.0035	0.0224	0.0485	-0.023954	0.018153	0.055845
1:38535335	-0.0418	0.0162	0.039000000000000035	-0.063271	0.020476	0.033957
1:38535870	0.0023	0.0115	0.0752	-0.00991	0.013327	0.073415
1:38536142	0.0412	0.016	0.0395	0.058202	0.019671	0.034228
1:38536187	0.0149	0.0094	0.123	0.009986	0.011	0.11163
1:38536578	-0.0393	0.0322	0.0131	0.05287	0.070945	0.020257
1:38536937	0.023	0.0137	0.05600000000000005	-0.020931	0.016356	0.055281
1:38537506	-0.0068	0.0313	0.014599999999999946	-0.077988	0.178935	0.016535
1:38537685	-0.0414	0.0161	0.03939999999999999	0.061623	0.020269	0.034406
1:38537770	-0.0002	0.0294	0.0196	-0.129209	0.126369	0.016786999999999996
1:38538041	0.0152	0.0095	0.1167	0.010363	0.011209	0.108872
1:38538877	-0.0229	0.0137	0.0559	-0.020938	0.016358	0.055273
1:38539153	-0.0236	0.0135	0.0581	-0.02201	0.015262	0.059327
1:38539524	-0.0234	0.0135	0.0581	-0.022006	0.015264	0.059301
1:38539918	-0.0238	0.0135	0.058	-0.022014	0.015264	0.059298
1:38539961	-0.0027	0.008	0.17779999999999996	0.002204	0.009242	0.169843
1:38540883	0.0255	0.0135	0.058599999999999985	0.021741	0.015225	0.060037
1:38541129	-0.0817	0.031	0.011900000000000022	-0.139271	0.047905	0.010466
1:38541140	-0.0229	0.0137	0.0559	-0.020758	0.016354	0.055562
1:38541256	-0.0042	0.0113	0.0796	0.011136	0.013073	0.075975
1:38541392	-0.0023	0.008	0.17779999999999996	0.002149	0.009239	0.170226
1:38541428	0.0374	0.016	0.0406	0.059812	0.020256	0.034054
1:38541899	-0.0034	0.0193	0.031000000000000028	0.023	0.024565	0.031441
1:38541916	-0.0234	0.0135	0.058	-0.02169	0.015257	0.059672
1:38542378	0	0.0093	0.1409	0.001002	0.010694	0.154048
1:38543101	-0.0007	0.027	0.036900000000000044	-0.031745	0.023981	0.043397
1:38543168	-0.0043	0.0113	0.0796	0.011623	0.013087	0.075941
1:38543548	-0.0103	0.0165	0.08389999999999997	-0.025207	0.015127	0.081367
1:38544131	-0.0155	0.0243	0.023700000000000054	-0.01596	0.056126	0.03466100000000005
1:38544208	0.0455	0.0355	0.0141	-0.083417	0.154461	0.010310999999999959
1:38544812	0.0039	0.0115	0.075	-0.009696	0.013405	0.073056
1:38545502	-0.0003	0.0069	0.3004	-0.002591	0.008047	0.278303
1:38545541	0.0018	0.0112	0.0817	-0.01251	0.012948	0.0801
1:38545891	0.0086	0.0091	0.135	-0.017334	0.010448	0.132498
1:38545943	-0.0141	0.0379	0.0327	-0.008407	0.063123	0.036072
1:38546200	-0.0254	0.0135	0.0586	-0.021714	0.015234	0.059678
1:38546298	0.0251	0.0135	0.058599999999999985	-0.021675	0.015234	0.059669
1:38546640	-0.0161	0.0202	0.03320000000000001	0.023277	0.043678	0.038494
1:38546939	0.0255	0.0135	0.058599999999999985	0.021696	0.015231	0.059674
1:38547254	0.0254	0.0135	0.058599999999999985	0.021726	0.015231	0.059678
1:38547297	-0.0252	0.0135	0.0587	-0.021594	0.015224	0.059703
1:38547905	-0.0023	0.0063	0.4799	0.002791	0.007117	0.45575299999999996
1:38548834	-0.0031	0.0081	0.18159999999999998	0.002984	0.009206	0.170678
1:38548847	-0.0255	0.0135	0.0587	-0.02175	0.015233	0.059673
1:38549299	0.0252	0.0135	0.058599999999999985	0.021704	0.015305	0.059441
1:38549377	-0.0228	0.0137	0.056	-0.020958	0.016454	0.055032
1:38549710	0.0603	0.0238	0.0471	0.082546	0.023532	0.039083
1:38550105	-0.003	0.0081	0.18159999999999998	0.002561	0.009252	0.1696
1:38550255	-0.0257	0.0134	0.06	-0.021666	0.015358	0.058906
1:38551315	-0.0028	0.0081	0.18359999999999999	0.002569	0.009179	0.170599
1:38551655	-0.0243	0.0135	0.0583	-0.022072	0.015378	0.059026
1:38552446	-0.0381	0.0163	0.04039999999999999	-0.06209	0.02066	0.034352
1:38552625	-0.023	0.0123	0.18179999999999996	-0.004068	0.010853	0.17295
1:38553019	0.0241	0.0136	0.05830000000000002	-0.022726	0.015519	0.059062
1:38553379	-0.0238	0.0136	0.0586	-0.031068	0.016044	0.057183
1:38553426	0.0237	0.0136	0.058699999999999974	0.0311	0.016051	0.057329
1:38553721	0.0252	0.0147	0.0503	0.047435	0.019347	0.045444
1:38554228	0.004	0.0081	0.178	-0.004946	0.009562	0.166808
1:38554283	0.0251	0.0148	0.0506	0.048303	0.019432	0.045554
1:38554292	-0.0022	0.0064	0.47209999999999996	0.004223	0.007373	0.45250900000000005
1:38554330	-0.0022	0.0064	0.47209999999999996	0.004287	0.007378	0.452569
1:38554751	-0.0022	0.0064	0.4727	0.004426	0.007432	0.458364
1:38554876	0.0632	0.0235	0.0515	0.071989	0.02318	0.046504
1:38554877	0.0632	0.0235	0.0515	0.047974	0.019556	0.046102
1:38554878	0.0633	0.0235	0.0515	0.07202	0.02324	0.046538
1:38555026	0.0265	0.0146	0.0506	0.048113	0.019577	0.045523
1:38555083	-0.0047	0.0081	0.18189999999999995	0.00472	0.009593	0.168121
1:38555309	0.0729	0.0383	0.012499999999999956	-0.042524	0.161715	0.012514
1:38555389	-0.0081	0.0113	0.08450000000000002	0.013176	0.013642	0.079225
1:38555696	0.0056	0.0094	0.1269	-0.022308	0.011347	0.121753
1:38555783	-0.0338	0.0151	0.048699999999999966	0.048171	0.01971	0.045558
1:38556983	0.0033	0.0074	0.2766	-0.004325	0.008696	0.266876
1:38557098	-0.0029	0.0066	0.4739	0.005551	0.007608	0.460253
1:38557545	-0.0282	0.0168	0.0455	-0.054903	0.023397	0.041287
1:38558370	-0.0019	0.033	0.012399999999999967	-0.021734	0.095976	0.019048999999999983
1:38558833	-0.0198	0.0185	0.03710000000000002	0.066058	0.0516	0.035873
1:38559049	-0.0021	0.0093	0.1533	0.007052	0.010556	0.148747
1:38559352	0.0051	0.0066	0.38349999999999995	0.009746	0.008093	0.390425
1:38559394	0.0049	0.0066	0.4279	0.017076	0.021527	0.450454
1:38559533	0.0105	0.0073	0.27259999999999995	-0.000644	0.008813	0.261259
1:38559794	-0.0038	0.0173	0.0478	0.055481	0.07005	0.04079
1:38560276	0.0012	0.0182	0.0477	0.012991	0.040991	0.035017
1:38560429	0.0406	0.0362	0.0143	-0.035319	0.107431	0.014318000000000053
1:38560968	0.0114	0.0082	0.1875	0.006895	0.009004	0.180593
1:38562131	0.0155	0.0137	0.2806	0.029099	0.025506	0.295272
1:38562298	-0.01	0.0122	0.0782	-0.017054	0.016146	0.069862
1:38562783	0.0137	0.0105	0.3628	0.001332	0.00925	0.346883
1:38562791	0.0125	0.0108	0.41059999999999997	0.005365	0.010593	0.396432
1:38563923	0.0082	0.0066	0.34109999999999996	-0.004182	0.007568	0.315113
1:38564157	0.0101	0.0082	0.18630000000000002	0.004761	0.009109	0.179097
1:38564758	0.0584	0.0917	0.0023	0.39898	0.194645	0.014147
1:38565446	0.0939	0.0681	0.0039	0.001505	0.079364	0.031779
1:38565549	0.0117	0.0161	0.0403	-0.009681	0.019593	0.040789
1:38565596	-0.0177	0.0101	0.3537	0.003727	0.008858	0.326966
1:38565601	-0.0177	0.0101	0.3537	0.003704	0.00886	0.326965
1:38565676	-0.0084	0.0209	0.0338	0.027051	0.047832	0.07188700000000003
1:38566390	0.0403	0.0343	0.0109	-0.186454	0.17637	0.01223
1:38567363	-0.0261	0.0166	0.0399	-0.028018	0.024326	0.029986
1:38567559	-0.0337	0.0732	0.0034999999999999476	-0.0339	0.179016	0.010020000000000029
1:38567570	-0.006	0.0185	0.0716	-0.009393	0.01634	0.078309
1:38567807	-0.0079	0.0183	0.03369999999999995	0.013358	0.021832	0.032497
1:38568136	-0.0103	0.0082	0.17210000000000003	0.000364	0.009459	0.159706
1:38568161	-0.0073	0.0151	0.05679999999999996	-0.151577	0.057118	0.052509
1:38568328	-0.0098	0.0082	0.1733	-0.001048	0.009425	0.160697
1:38569012	-0.0377	0.041	0.0076	-0.215177	0.163938	0.010869000000000018
1:38569023	-0.0229	0.0117	0.0791	0.019519	0.015778	0.058684
1:38569182	-0.0238	0.0108	0.2866	-0.000322	0.009559	0.256121
1:38569714	-0.0258	0.0161	0.0481	-0.016144	0.024904	0.041045
1:38569875	-0.0059	0.0137	0.0644	0.020487	0.014807	0.066595
1:38569983	0.0085	0.0062	0.44599999999999995	-0.003891	0.007007	0.407323
1:38570611	-0.0094	0.0482	0.0076	-0.031584	0.260516	0.018655
1:38570707	-0.0082	0.0062	0.4443	-0.002918	0.007005	0.406285
1:38570853	-0.0082	0.0062	0.4427	0.002848	0.006974	0.40386200000000005
1:38572590	0.0163	0.0692	0.0038	-0.133811	0.158684	0.013869
1:38573599	0.0146	0.0115	0.0804	-0.007909	0.013597	0.079374
1:38574088	0.0332	0.028	0.0429	0.054743	0.032888	0.034276
1:38574374	-0.1859	0.1045	0.002	-0.010831	0.089981	0.019747
1:38575442	-0.0238	0.0161	0.0481	-0.015076	0.024876	0.040796
1:38575606	-0.0148	0.0113	0.07779999999999998	0.00691	0.013677	0.076539
1:38575824	-0.0036	0.0139	0.15659999999999996	0.001863	0.010626	0.160942
1:38576119	-0.0109	0.0458	0.0092	-0.023245	0.258612	0.019104
1:38576135	-0.067	0.0938	0.0020000000000000018	0.38178	0.37064	0.010786
1:38576839	0.0242	0.0117	0.0797	-0.018186	0.015699	0.058082
1:38577397	-0.0142	0.0116	0.07669999999999999	0.006107	0.013732	0.076461
1:38577774	-0.0184	0.0154	0.0494	0.051719	0.020934	0.032503
1:38577967	0.0084	0.0062	0.4466	-0.003882	0.007053	0.407605
1:38578161	0.0322	0.078	0.0034999999999999476	-0.145843	0.081547	0.021097
1:38578288	-0.0076	0.0447	0.0097	-0.027514	0.259025	0.019112
1:38578326	-0.0298	0.0924	0.0022	-0.058546	0.11007	0.024639
1:38578692	0.0172	0.0072	0.2563	-0.002367	0.008282	0.236172
1:38578756	0.0204	0.0095	0.4535	-0.002544	0.008233	0.41902399999999995
1:38579223	-0.027	0.0256	0.0264	0.5072	0.202518	0.024048
1:38579393	0.0139	0.0116	0.076	-0.006232	0.013758	0.076282
1:38580637	0.0259	0.0109	0.2851	0.002893	0.008234	0.248634
1:38580825	0.0086	0.0062	0.44299999999999995	-0.003675	0.007058	0.40403
1:38581890	0.0066	0.0107	0.0933	0.003683	0.013206	0.086428
1:38582367	0.0076	0.0062	0.4474	-0.002753	0.00714	0.414512
1:38583097	0.0097	0.0455	0.009399999999999964	0.055551	0.259188	0.019992
1:38583145	-0.0041	0.0452	0.0094	-0.055564	0.259196	0.019991
1:38583400	0.0078	0.0282	0.022	0.174759	0.120739	0.024659
1:38583829	0.0074	0.0062	0.44410000000000005	-0.002947	0.007081	0.40593900000000005
1:38584393	0.0621	0.0533	0.0059	0.0663	0.144059	0.013337000000000043
1:38584551	-0.016	0.0117	0.0746	0.008779	0.013935	0.075365
1:38584749	-0.0047	0.0474	0.0079	-0.070701	0.261647	0.019633
1:38585008	0.0014	0.0083	0.2234	0.016162	0.020708	0.225804
1:38585694	-0.0032	0.0345	0.0162	-0.0823	0.13792	0.02307999999999999
1:38585756	-0.0219	0.0118	0.0778	0.019284	0.015805	0.057871
1:38585832	0.0041	0.0174	0.0878	0.004841	0.013299	0.088441
1:38585939	-0.0168	0.0073	0.2535	0.002616	0.00841	0.235742
1:38586910	0.04	0.0904	0.0024	0.406337	0.191439	0.014242
1:38587171	-0.0015	0.0075	0.23809999999999998	-0.00472	0.008953	0.218478
1:38587464	-0.0221	0.0118	0.0786	0.019971	0.015763	0.058158
1:38588320	-0.0633	0.059	0.0057	-0.085105	0.16882	0.015972
1:38589863	-0.0087	0.0266	0.018000000000000016	-0.085117	0.089949	0.01307
1:38589869	0.0211	0.0343	0.015	0.04254	0.060234	0.010434
1:38590442	-0.0093	0.0066	0.3569	-0.003413	0.007596	0.32333599999999996
1:38590726	0.0306	0.0894	0.0022	-0.237691	0.265224	0.012794
1:38590810	0.0215	0.0208	0.0287	0.064943	0.053663	0.030119
1:38590813	-0.0013	0.007	0.2597	-0.01206	0.008332	0.248461
1:38591063	-0.0038	0.0071	0.2596	-0.011519	0.008302	0.251006
1:38591115	-0.0157	0.0087	0.1502	0.010059	0.010552	0.124995
1:38592450	-0.003	0.0108	0.1026	-0.008471	0.014335	0.094424
1:38592674	0.0003	0.0369	0.012900000000000023	-0.042868	0.048195	0.011533
1:38593021	-0.0081	0.0068	0.3094	-0.010828	0.007929	0.302385
1:38593054	-0.0239	0.0117	0.0838	0.021747	0.01546	0.062065
1:38593200	-0.0013	0.0215	0.0369	0.114397	0.066037	0.033685
1:38593254	0.0152	0.0064	0.38880000000000003	0.003877	0.007444	0.366258
1:38593411	0.0184	0.0208	0.0252	-0.048282	0.023197	0.023276
1:38593771	-0.0131	0.0063	0.4013	-0.000813	0.007304	0.377102
1:38594401	0.0123	0.0063	0.43069999999999997	-0.00135	0.007023	0.404301
1:38594647	0.0542	0.0357	0.0139	-0.183291	0.213443	0.015067
1:38594673	0.0228	0.0119	0.08199999999999996	-0.019177	0.015965	0.057674
1:38595641	-0.0429	0.0914	0.0026	0.42182	0.161536	0.013324
1:38595753	-0.0031	0.0272	0.0161	-0.043435	0.035957	0.017866
1:38595864	-0.0136	0.0063	0.4301	0.00034	0.007021	0.40233399999999997
1:38596210	0.0001	0.0076	0.2085	-0.005076	0.008488	0.209204
1:38596272	0.0158	0.0099	0.11770000000000003	0.009808	0.012096	0.119217
1:38596303	-0.0267	0.0232	0.0235	0.029669	0.032647	0.016779
1:38596468	0.0226	0.011	0.2702	-0.005336	0.008801	0.230167
1:38596656	0.0143	0.0094	0.43610000000000004	-0.000103	0.00708	0.40373099999999995
1:38596776	-0.0142	0.0063	0.4305	6.6e-05	0.00708	0.403783
1:38597063	-0.0232	0.0363	0.0103	-0.030215	0.132701	0.017965
1:38597372	-0.1727	0.106	0.0019	-0.038734	0.087903	0.018517
1:38597671	0.0021	0.0186	0.0328	-0.012289	0.024925	0.036545
1:38597822	0.0006	0.0077	0.2063	-0.005602	0.008689	0.206101
1:38598586	-0.02	0.0238	0.0223	0.035281	0.033839	0.015667
1:38598599	-0.2114	0.1425	0.0008000000000000229	0.122112	0.259843	0.011888
1:38599849	-0.0439	0.0263	0.0666	0.053956	0.05768	0.051784
1:38599862	-0.0149	0.0185	0.0972	-0.001942	0.013238	0.11569
1:38600312	0.0126	0.0217	0.031200000000000006	-0.027406	0.03061	0.019409
1:38600382	-0.0162	0.0095	0.1375	0.008263	0.010988	0.135241
1:38601003	-0.0034	0.0295	0.0195	-0.0548	0.125223	0.027725
1:38601047	-0.0204	0.0204	0.0715	-0.014237	0.027915	0.0326
1:38601480	0.0143	0.022	0.028299999999999992	-0.030417	0.030692	0.017979
1:38601617	0.0107	0.0066	0.44889999999999997	-0.002445	0.007139	0.42045999999999994
1:38601664	-0.0142	0.022	0.0297	0.027981	0.03107	0.01754
1:38601750	-0.0105	0.0372	0.02969999999999995	-0.041823	0.041962	0.016156
1:38602073	0.0097	0.0103	0.1026	0.010873	0.01275	0.099763
1:38602153	0.0027	0.0103	0.11370000000000002	0.018231	0.011794	0.11711
1:38602195	-0.0168	0.0224	0.0295	0.031464	0.032299	0.017823
1:38602487	0.0279	0.0222	0.025900000000000034	-0.045889	0.022183	0.026589
1:38602512	0.0341	0.0228	0.02529999999999999	-0.028609	0.021708	0.029563
1:38602524	0.0482	0.0333	0.02190000000000003	0.038668	0.046403	0.034657
1:38602982	0.0082	0.0643	0.0041	0.199036	0.146177	0.013528
1:38603313	-0.0077	0.0332	0.0126	0.206778	0.150097	0.011637
1:38603706	-0.0022	0.0093	0.16920000000000002	0.099151	0.067294	0.168526
1:38604087	0.0499	0.0372	0.0141	-0.040252	0.136799	0.017986
1:38604211	-0.0366	0.0356	0.016199999999999992	0.057164	0.123992	0.018032
1:38604469	-0.0092	0.0129	0.0753	0.006958	0.016964	0.078879
1:38604788	0.0259	0.0374	0.022199999999999998	-0.044789	0.023401	0.024414
1:38605066	0.0105	0.0251	0.0245	0.025	0.03603	0.018965
1:38605309	0.0052	0.0264	0.0209	0.025092	0.035748	0.017058
1:38606129	0.041	0.0358	0.010199999999999987	0.039176	0.042084	0.011796
1:38606400	-0.0086	0.0063	0.3969	-0.001647	0.007117	0.41139
1:38606443	-0.0132	0.0063	0.4609	0.002049	0.007314	0.456771
1:38606455	0.0036	0.0067	0.3541	-0.005923	0.007565	0.372691
1:38606707	-0.0143	0.1217	0.0013	-0.0458	0.181844	0.011464999999999947
1:38606772	0.003	0.0193	0.0601	0.071519	0.062468	0.030165
1:38606803	0.0064	0.0132	0.06169999999999998	-0.022881	0.014727	0.063047
1:38606853	0.0091	0.017	0.0353	-0.029156	0.018792	0.03909
1:38606945	0.0063	0.0145	0.12549999999999994	0.016997	0.012511	0.127826
1:38606957	0.0077	0.018	0.0897	0.023316	0.01643	0.08998
1:38607408	0.0103	0.0063	0.389	0.001753	0.007086	0.405608
1:38607552	-0.0086	0.0169	0.0353	0.031238	0.018634	0.038863
1:38607609	0.0072	0.0132	0.062100000000000044	0.01968	0.014567	0.063625
1:38607699	-0.0073	0.0064	0.3782	0.003527	0.007406	0.389926
1:38608002	-0.0067	0.0445	0.0096	-0.606306	0.365692	0.011728
1:38608813	0.0116	0.0276	0.0143	0.018281	0.039862	0.011868
1:38609124	-0.0021	0.0185	0.05359999999999998	-0.068032	0.059056	0.023528
1:38609183	0.0121	0.0089	0.13870000000000005	-0.008943	0.009836	0.145864
1:38609197	0.0139	0.009	0.13570000000000004	-0.00977	0.009981	0.14272
1:38609325	0.0091	0.0063	0.393	0.00331	0.007	0.411344
1:38609401	-0.201	0.0728	0.0037	-0.216014	0.144297	0.014584
1:38609665	-0.002	0.0282	0.013599999999999945	-0.019313	0.039998	0.01187
1:38609714	0.0118	0.0061	0.4688	0.002564	0.00698	0.472956
1:38609840	0.0072	0.0132	0.06159999999999999	-0.019403	0.014444	0.063567
1:38610088	-0.0159	0.0118	0.07730000000000004	-0.017146	0.01462	0.068702
1:38610285	0.0022	0.0264	0.0155	0.021098	0.038494	0.01287
1:38610769	-0.0066	0.0132	0.0614	-0.019475	0.014438	0.063456
1:38610797	0.0071	0.0131	0.06259999999999999	-0.018978	0.014427	0.06354
1:38611466	-0.0081	0.0169	0.0354	0.031754	0.018422	0.039056
1:38611991	0.0114	0.0062	0.4667	0.003245	0.007005	0.469856
1:38612180	0.0246	0.0431	0.010000000000000009	0.003443	0.21488	0.014605
1:38612411	-0.0056	0.0132	0.0615	-0.019558	0.014417	0.063463
1:38612455	0.0017	0.0282	0.0135	0.019159	0.040166	0.011479
1:38612515	-0.0059	0.0132	0.0615	-0.019484	0.014411	0.063457
1:38612629	0.0062	0.0131	0.06159999999999999	0.019471	0.014408	0.063468
1:38612749	-0.0216	0.0209	0.0595	-0.022136	0.016682	0.065463
1:38612888	-0.0081	0.0169	0.0355	0.031961	0.018388	0.039056
1:38612965	-0.0067	0.0131	0.0618	-0.0184	0.014387	0.064105
1:38613192	-0.0063	0.0131	0.0616	-0.019644	0.014388	0.063567
1:38613394	0.0117	0.0062	0.4687	0.00242	0.006983	0.474056
1:38613654	-0.0059	0.0132	0.0616	-0.019819	0.01441	0.063414
1:38613657	-0.0027	0.033	0.0105	0.025775	0.041593	0.010544
1:38613848	-0.0063	0.011	0.0918	-0.011494	0.012416	0.094577
1:38614082	-0.0115	0.0062	0.45899999999999996	0.001034	0.006975	0.46886
1:38614718	0.0065	0.0131	0.06169999999999998	0.019523	0.014373	0.063514
1:38614751	-0.0406	0.0505	0.0058	0.031108	0.222842	0.011736
1:38614853	-0.0083	0.0168	0.0356	0.032027	0.01832	0.039097
1:38614867	-0.0056	0.0071	0.2497	-0.008811	0.007888	0.263353
